day,day_of_week,hour,month,year,timestamp,close,high,low,open,volume,average_true_range,chaikin_money_flow,commodity_channel_index,close_middle_band,close_upper_band,close_lower_band,exponential_bollinger_bands,information_coefficient,logarithmic_return,market_capitalization,middle_point,moving_average_convergence_divergence,percentage_price_oscillator,close_moving_average,awesome_oscillator,rate_of_change,relative_strength_index,volume_weighted_average_close,volatility_per_day,volatility_per_week,volatility_per_month,volatility_per_year,close_lag_1,close_lag_2,close_lag_3,ret_1,ret_2,ret_3,ret_6,ret_12,acc_1_2,acc_2_6,acc_3_12,slope_5,slope_10,slope_20,slope_5_norm,slope_10_norm,slope_20_norm,up_move,down_move,up_ratio_5,up_ratio_10,up_ratio_20,down_ratio_5,down_ratio_10,down_ratio_20,up_streak,down_streak,dist_to_roll_max_5,dist_to_roll_min_5,range_position_5,dist_to_roll_max_10,dist_to_roll_min_10,range_position_10,dist_to_roll_max_20,dist_to_roll_min_20,range_position_20,dist_to_roll_max_50,dist_to_roll_min_50,range_position_50,vol_5,vol_10,vol_20,vol_50,vol_ratio_5_20,vol_ratio_10_50,dist_to_ma_5,dist_to_ma_10,dist_to_ma_20,dist_to_ma_50,trend_strength_10,trend_strength_20,pos_ret_mean_10,neg_ret_mean_10,ret_asymmetry_10,pos_ret_mean_20,neg_ret_mean_20,ret_asymmetry_20,momentum
15,1,8,4,2025,1744704000,0.441,0.449,0.44,0.449,97745.3,0.006163029924035078,,-109.58411898236963,0.448619567073372,0.4563609139347142,0.4408782202120299,-0.08759490394716528,,-0.015748356968139168,43105.6773,0.4445,-0.0017651714278682507,-0.3929713500338847,0.4471,-0.002599999999999991,,27.148539456189226,0.44740012995747785,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.448,0.446,0.45,-0.015625,-0.011210762331838597,-0.020000000000000018,-0.008988764044943864,,-0.004414237668161403,-0.002221998286894733,,-0.001600000000000037,-0.0005393939393938966,,-0.0035826242722715057,-0.0012064279565929105,,0,1,0.6,0.4,,0.4,0.5,,0.0,1.0,-0.02000000000217772,-2.2675195054944197e-12,0.0,-0.024336283187999186,-2.2675195054944197e-12,0.0,,,,,,,0.009470257606500124,0.006852110117324598,,,,,-0.01253918495518902,-0.013643480207976566,,,-0.00048257118263716423,,0.0015680086590992737,0.004007472397346423,0.391271231149657,,,,0
15,1,9,4,2025,1744707600,0.457,0.465,0.44,0.441,745177.66,0.008517651183530695,,93.03940936967015,0.4494177035425747,0.45843858424191636,0.44039682284323306,0.08716643918106151,,0.035638515447358673,340546.19062,0.4525,-0.0008702500936667579,-0.1934901213490527,0.4476,0.0049000000000000155,,64.92921324339252,0.45138915963432075,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.441,0.448,0.446,0.03628117913832196,0.02008928571428581,0.024663677130044803,0.024663677130044803,,0.016191893424036152,-0.004574391415758994,,0.0009000000000000341,0.0003272727272727052,,0.002007136485276599,0.0007311723129400671,,1,0,0.6,0.5,,0.4,0.5,,1.0,0.0,-2.188138559233721e-12,0.036281179135972286,0.9999999999375001,-2.188138559233721e-12,0.036281179135972286,0.9999999999375001,,,,,,,0.01996049989198253,0.014080196980224696,,,,,0.01917930419041225,0.021000893652768138,,,0.00036558615647003354,,0.00519612657293147,0.004007472397346423,1.2966094476597052,,,,0
15,1,10,4,2025,1744711200,0.44,0.458,0.438,0.456,339412.08,0.009952944785589361,,-65.99898498252662,0.4485207793956628,0.45888341515034986,0.4381581436409758,-0.09795528348669837,,-0.03790866398189784,149341.3152,0.448,-0.001515308876344601,-0.3374542277402074,0.44670000000000004,0.0012999999999999678,-2.6548672566371705,39.69307044127317,0.4495766406166121,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.457,0.441,0.448,-0.03719912472647702,-0.0022675736961451642,-0.017857142857142905,-0.017857142857142905,-0.026548672566371723,-0.03493155103033185,0.01558956916099774,0.008691529709228818,-0.00030000000000001136,6.0606060606005485e-06,,-0.0006720430107512082,1.3567508530528275e-05,,0,1,0.4,0.5,,0.6,0.5,,0.0,1.0,-0.03719912472858378,-2.2726265314076954e-12,0.0,-0.03719912472858378,-2.2726265314076954e-12,0.0,,,,,,,0.027182719707057622,0.01856891751192264,,,,,-0.01433691756493205,-0.014998880682751348,,,6.783754265264138e-06,,0.00519612657293147,0.007063668055834837,0.7356130739897487,,,,0
15,1,11,4,2025,1744714800,0.44,0.443,0.438,0.441,178841.04,0.009333826687390691,,-120.8397084419102,0.4477092765960759,0.4588395822153526,0.4365789709767992,-0.08862620886891778,,0.0,78690.0576,0.4405,-0.0020034283342678094,-0.44682321967343797,0.44609999999999994,-0.005599999999999938,-2.6548672566371705,39.69307044127317,0.44883571834930347,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.44,0.457,0.441,0.0,-0.03719912472647702,-0.0022675736961451642,-0.022222222222222254,-0.026548672566371723,0.03719912472647702,-0.014976902504254763,0.02428109887022656,-0.0017000000000002302,-0.0004060606060606157,,-0.003818508535481608,-0.0009102456984077685,,0,0,0.4,0.5,,0.4,0.4,,0.0,0.0,-0.03719912472858378,-2.2726265314076954e-12,0.0,-0.03719912472858378,-2.2726265314076954e-12,0.0,,,,,,,0.027089048953965928,0.01849652036260198,,,,,-0.011680143757835326,-0.013674064113396667,,,-0.00045512284920388427,,0.00519612657293147,0.006395516608173368,0.8124639322300311,,,,0
15,1,12,4,2025,1744718400,0.435,0.441,0.431,0.44,233709.75,0.009417098351466856,,-134.46028505172853,0.4464988693012115,0.45964685104246694,0.4333508875599561,-0.13219154608673558,,-0.011428695823622744,101663.74125,0.436,-0.0027618874157259166,-0.6173455820579116,0.44510000000000005,-0.009100000000000052,-3.118040089086862,34.44996577992599,0.447565312737654,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.44,0.44,0.457,-0.011363636363636354,-0.011363636363636354,-0.0481400437636762,-0.024663677130044914,-0.031180400890868598,0.0,0.01330004076640856,-0.0169596428728076,-0.0029000000000000627,-0.0010848484848484973,,-0.006552191595105085,-0.0024373140526759377,,0,1,0.2,0.5,,0.6,0.4,,0.0,1.0,-0.04814004376575898,-2.298827794788849e-12,0.0,-0.04814004376575898,-2.298827794788849e-12,0.0,,,,,,,0.0270074815247625,0.018776450359145352,,,,,-0.017171260734258453,-0.02269152999545576,,,-0.0012186570263379689,,0.00519612657293147,0.007307664997900231,0.7110515566481854,,,,0
15,1,13,4,2025,1744722000,0.431,0.438,0.428,0.435,204604.8,0.0094899610575335,,-126.96857348365953,0.44502278651061994,0.46071678593469767,0.4293287870865422,-0.16120661786178966,,-0.009237940984936362,88184.6688,0.433,-0.0036437355574298613,-0.8166740280660625,0.4436,-0.010599999999999998,-3.363228699551572,30.70597617289971,0.4463327744342418,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.435,0.44,0.44,-0.00919540229885063,-0.020454545454545503,-0.020454545454545503,-0.0379464285714286,-0.03363228699551568,0.011259143155694873,0.0174918831168831,0.013177741540970178,-0.005700000000000003,-0.001793939393939416,,-0.012936904221486759,-0.0040440473262745085,,0,1,0.2,0.4,,0.6,0.5,,0.0,2.0,-0.05689277899549916,-2.320144076861652e-12,0.0,-0.05689277899549916,-2.320144076861652e-12,0.0,,,,,,,0.026559058362568142,0.018829896747591737,,,,,-0.02178847027003683,-0.028403967540512998,,,-0.0016176189305098035,,0.004971407471807865,0.008227205227785295,0.6042644292394621,,,,0
15,1,14,4,2025,1744725600,0.433,0.436,0.429,0.432,109569.44,0.009178715925341814,,-101.27492459927794,0.4438777592238942,0.46047346588899324,0.4272820525587952,-0.1250512352213903,,0.004629637898741976,47443.567520000004,0.4325,-0.004133574009677343,-0.9284918115558094,0.44210000000000005,-0.009600000000000053,-2.6966292134831487,34.794335648475595,0.4458218857176904,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.431,0.435,0.44,0.004640371229698292,-0.0045977011494252595,-0.015909090909090873,-0.01814058956916098,-0.026966292134831482,0.009238072379123552,0.013542888419735721,0.01105720122574061,-0.00230000000000004,-0.0020787878787879173,,-0.005277650298289955,-0.004702076179107024,,1,0,0.2,0.4,,0.6,0.5,,1.0,0.0,-0.015909090911327417,0.00464037122736749,0.22222222219753085,-0.05251641138062901,0.00464037122736749,0.07692307692011835,,,,,,,0.01623803876421874,0.018837088012376938,,,,,-0.0064249655828213514,-0.020583578378148504,,,-0.0018808304716428097,,0.00498701410150415,0.008227205227785295,0.6061613832186433,,,,0
15,1,15,4,2025,1744729200,0.432,0.435,0.429,0.433,107711.62,0.008781376434674089,,-90.76985639845141,0.4427465440597138,0.4600738124357769,0.42541927568365073,-0.12354277947946744,,-0.0023121397583795024,46531.419839999995,0.432,-0.004550016398080059,-1.0242822714362223,0.4403,-0.00830000000000003,-3.139013452914801,33.648972994035546,0.44532013553537697,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.433,0.431,0.435,-0.002309468822170868,0.002320185614849146,-0.006896551724137945,-0.054704595185995686,-0.03139013452914796,-0.004629654437020014,0.05702478080084483,0.024493582805010017,-0.0018000000000000683,-0.0021030303030303197,,-0.004145555043749246,-0.004776357717523378,,0,1,0.2,0.3,,0.6,0.6,,0.0,1.0,-0.018181818184049514,0.002320185612523673,0.11111111109876542,-0.05470459518806414,0.002320185612523673,0.038461538460059175,,,,,,,0.006597373643480843,0.018650117272919445,,,,,-0.00506678950021866,-0.018850783558894246,,,-0.0014329073152570132,,0.004540585530075569,0.008458152110002382,0.5368294954366174,,,,0
15,1,16,4,2025,1744732800,0.441,0.445,0.431,0.433,121565.2,0.00943370438033983,,-31.3395196623543,0.44258020653021724,0.4590450906312361,0.42611532242919836,-0.01816612911182172,,0.02061928720273561,53610.2532,0.438,-0.004106488167933076,-0.9249327736945703,0.43979999999999997,-0.0017999999999999683,-1.5625000000000013,50.55226485840053,0.44515010533294697,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.432,0.433,0.431,0.02083333333333326,0.018475750577367167,0.023201856148491906,0.002272727272727204,-0.015625,0.0023575827559660922,0.016203023304639963,0.038826856148491906,0.0013000000000000255,-0.0016848484848485028,,0.0029926335174885656,-0.00383094243939216,,1,0,0.4,0.4,,0.6,0.5,,1.0,0.0,-2.2675195054944197e-12,0.023201856146118027,0.9999999999,-0.03501094092114876,0.023201856146118027,0.38461538460059175,,,,,,,0.012973287108969321,0.02008314334703153,,,,,0.015193370163408826,0.0027285129581566814,,,-0.0015323769757568642,,0.006623918863408895,0.007569263221113487,0.8751074799535598,,,,0
15,1,17,4,2025,1744736400,0.428,0.446,0.424,0.442,137186.0,0.011004491332797354,-0.08002159530107932,-75.4017793012235,0.4411916154321013,0.4591616158160322,0.42322161504817035,-0.15165143577789691,,-0.02992167986504927,58715.608,0.435,-0.004749233991402757,-1.0725619167128209,0.4378,-0.0028000000000000247,-4.888888888888894,35.4854194157883,0.444420777253951,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.441,0.432,0.433,-0.02947845804988669,-0.0092592592592593,-0.011547344110854563,-0.027272727272727337,-0.04888888888888898,-0.02021919879062739,0.018013468013468037,0.03734154477803442,0.0001999999999998181,-0.0017818181818182494,-0.0010526315789473855,0.00046189376443269336,-0.004069936459146138,-0.002376143519063227,0,1,0.4,0.3,0.35,0.6,0.6,0.5,0.0,1.0,-0.029478458052087375,-2.3363533330211794e-12,0.0,-0.06345733041780421,-2.3363533330211794e-12,0.0,-0.06345733041780421,-2.3363533330211794e-12,0.0,,,,0.018481880927742125,0.021856360322415145,,,,,-0.011547344113137292,-0.02238465052758709,-0.033860045148907614,,-0.0012209809377438415,-0.0008316502316721295,0.006175488370135351,0.010517109026102155,0.5871849720509098,,,,0
15,1,18,4,2025,1744740000,0.437,0.438,0.429,0.431,128360.98,0.010878929916197686,-0.053194882122442534,-53.87578462271301,0.44079241396237734,0.4580393166163948,0.4235455113083599,-0.043597770524686615,,0.020809999513793278,56093.74826,0.4335,-0.0044807387363844375,-1.012906921462138,0.43739999999999996,-0.003899999999999959,-2.0179372197309435,47.89156352571807,0.44413680041234227,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.428,0.441,0.432,0.02102803738317749,-0.009070294784580546,0.011574074074074181,0.0045977011494253706,-0.020179372197309475,0.030098332167758035,-0.013667995934005917,0.031753446271383656,0.00039999999999999145,-0.0016121212121212273,-0.0009962406015037594,0.0009212344541664446,-0.0036856909284808913,-0.0022526638812922707,1,0,0.6,0.4,0.4,0.4,0.5,0.5,1.0,0.0,-0.009070294786827415,0.021028037380792064,0.6923076922544379,-0.04376367615088894,0.021028037380792064,0.31034482757550536,-0.04376367615088894,0.021028037380792064,0.31034482757550536,,,,0.020789138050600724,0.02280658960220267,0.016414645121200527,,1.2664993909910225,,0.00644864117686228,-0.0009144947439392315,-0.01187111362575044,,-0.0014742763713923566,-0.0009010655525169084,0.0082782921084531,0.008954609026102156,0.9244727584864839,0.004923150383776187,0.006481040711724289,0.7596234311737186,0
15,1,19,4,2025,1744743600,0.437,0.441,0.434,0.437,68298.47,0.010394063676672977,-0.051356922000485215,-29.526114752277234,0.44043123168024617,0.4569696437863985,0.42389281957409386,-0.039445601903287976,-0.6370516048374456,0.0,29846.43139,0.4375,-0.004219316656396965,-0.9546679002952159,0.4354,0.0020999999999999908,-2.455357142857145,47.89156352571807,0.44399438370741545,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.437,0.428,0.441,0.0,0.02102803738317749,-0.009070294784580546,0.0139211136890951,-0.024553571428571397,-0.02102803738317749,0.00710692369408239,0.015483276643990851,0.0006000000000000227,-0.0003272727272727052,-0.0009172932330827273,0.001379310344824468,-0.0007516599156452768,-0.0020776743671135894,0,0,0.4,0.3,0.4,0.4,0.5,0.5,0.0,0.0,-0.009070294786827415,0.021028037380792064,0.6923076922544379,-0.009070294786827415,0.021028037380792064,0.6923076922544379,-0.04376367615088894,0.021028037380792064,0.31034482757550536,,,,0.020797983165610812,0.01880967025946723,0.016414645121200527,,1.26703824607709,,0.004597701147116107,0.003674781807524896,-0.010192525483555537,,-0.00022549797469358305,-0.0008310697468454358,0.0046501741946209044,0.008954609026102156,0.5193051065151607,0.004923150383776187,0.006481040711724289,0.7596234311737186,0
15,1,20,4,2025,1744747200,0.434,0.438,0.429,0.437,30441.17,0.010219805717088856,-0.0473080390919274,-56.44823916330703,0.4398187334249846,0.4560046068130631,0.42363286003690614,-0.06689243503569885,-0.6369739038244524,-0.006888660995185268,13211.467779999999,0.4335,-0.00420573164607746,-0.9528664720177396,0.43479999999999996,-0.0012999999999999678,-1.5873015873015885,44.125855526450835,0.4439062751412998,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.437,0.437,0.428,-0.006864988558352381,-0.006864988558352381,0.014018691588784993,0.002309468822170979,-0.015873015873015928,0.0,-0.00917445738052336,0.02989170746180092,-0.0004999999999997585,-9.696969696967768e-05,-0.0009060150375939987,-0.0011483693155686957,-0.00022302138217445875,-0.0020556211856879027,0,1,0.4,0.3,0.4,0.4,0.5,0.5,0.0,1.0,-0.015873015875247365,0.014018691586415999,0.4615384615029586,-0.015873015875247365,0.014018691586415999,0.4615384615029586,-0.050328227573193995,0.014018691586415999,0.20689655171700358,,,,0.021131872808499454,0.014969276267752183,0.016418434036578257,,1.2870821151477148,,-0.003215434085890645,-0.0018399264052394448,-0.015314804313067865,,-6.690641465233763e-05,-0.0008222484742751611,0.0046501741946209044,0.005921195409289692,0.7853438152944519,0.004923150383776187,0.006492431732562265,0.7582906660883679,0
15,1,21,4,2025,1744750800,0.436,0.439,0.43,0.433,19562.04,0.01006733000245275,-0.035424408794113404,-41.537856041900554,0.43945504452736706,0.45500640408658405,0.42390368496815006,-0.039719355521594196,-0.6479152474228923,0.004597709248629549,8529.04944,0.4345,-0.00398761539416248,-0.9042652046894892,0.43439999999999995,0.0001000000000000445,-4.595185995623637,47.31262628752196,0.4438617368634367,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.434,0.437,0.437,0.004608294930875667,-0.0022883295194507935,-0.0022883295194507935,0.0092592592592593,-0.04595185995623641,0.006896624450326461,-0.011547588778710094,0.043663530436785614,0.0013000000000002387,0.00031515151515157304,-0.0008909774436090157,0.0029926335174890566,0.0007254869133306805,-0.0020237988497603453,1,0,0.4,0.4,0.45,0.4,0.5,0.45,1.0,0.0,-0.002288329521733856,0.018691588782666635,0.8888888887901234,-0.011337868482967473,0.018691588782666635,0.6153846153372781,-0.04595185995832396,0.018691588782666635,0.2758620689560048,,,,0.018415983791001577,0.015083251613099901,0.01642749473062712,,1.1210463976315337,,0.0036832412499916423,0.0036832412499916423,-0.009653605907984808,,0.00029019476533227224,-0.0009107094823921554,0.005111003687708471,0.005921195409289692,0.8631709196468517,0.005153565130319971,0.0061583560087315305,0.8368410533876616,0
15,1,22,4,2025,1744754400,0.43,0.437,0.425,0.437,16595.82,0.010308913752146157,-0.02585094135844252,-72.06342879373094,0.43855456409618926,0.4544011364404186,0.42270799175195994,-0.0983436740040337,-0.6531216766050633,-0.013857034661426241,7136.2026,0.431,-0.004249916160962264,-0.9655272962124934,0.43389999999999995,-0.002899999999999958,-2.2727272727272747,39.5118704002782,0.4437958053374798,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.436,0.434,0.437,-0.013761467889908285,-0.009216589861751112,-0.016018306636155666,-0.024943310657596363,-0.022727272727272707,-0.004544878028157173,0.01572672079584525,0.006708966091117041,-0.0014999999999995594,0.00011515151515158267,-0.0009624060150375906,-0.003449862005510832,0.00026538722090646994,-0.0021897747782375445,0,1,0.4,0.4,0.45,0.4,0.5,0.45,0.0,1.0,-0.016018306638407198,-2.3255841696823154e-12,0.0,-0.02494331065980737,0.004672897193914283,0.15384615383431952,-0.05908096280293418,0.004672897193914283,0.0689655172390012,,,,0.013180487789829713,0.015287343036313272,0.016673262700717804,,0.7905164109524744,,-0.011039558419937645,-0.008988246141947376,-0.021615472129643765,,0.00010615488836258799,-0.000985398650206895,0.005111003687708471,0.0061609785619168855,0.8295766062994855,0.005153565130319971,0.0067343217799085585,0.765268619169647,0
15,1,23,4,2025,1744758000,0.429,0.433,0.427,0.431,30306.5,0.009770299533127889,-0.03483313838988728,-71.95427443819405,0.4376446056108379,0.45377541002455385,0.42151380119712195,-0.09937879552090678,-0.6422188521033684,-0.0023282897595911845,13001.4885,0.43,-0.0044867624465066425,-1.0212546940555878,0.4337,-0.003699999999999981,-2.500000000000002,38.29756629179234,0.4436683977701161,0.022160253809491225,0.01767590356113677,0.023991698514818957,0.019864325653934256,0.43,0.436,0.434,-0.0023255813953488857,-0.016055045871559592,-0.011520737327188946,0.002336448598130758,-0.025000000000000022,0.013729464476210707,-0.01839149446969035,0.013479262672811076,-0.001999999999999673,-0.0003454545454544724,-0.0010097744360902132,-0.00461680517081038,-0.0007965288112835507,-0.002302004869686336,0,1,0.2,0.4,0.4,0.6,0.5,0.5,0.0,2.0,-0.018306636157852774,-2.330913240200516e-12,0.0,-0.027210884355947318,0.0023364485957890757,0.07692307691715976,-0.061269146610369196,0.0023364485957890757,0.0344827586195006,,,,0.006997360155407156,0.015032873068088285,0.016649343532008077,,0.4202784417015946,,-0.00969529086101173,-0.010836984092665758,-0.021999316085667298,,-0.0003186115245134203,-0.0009208019478745344,0.005111003687708471,0.005473996471566711,0.933687793428914,0.005041205579758168,0.006850600849676003,0.7358778725607275,0
